sample_id,true_label,pseudotime_mean,pseudotime_std
TCGA-ER-A19F-06,Metastasis,0.7814072072505951,0.027143749551191844
TCGA-LH-A9QB-06,Metastasis,0.7854217439889908,0.007241699179969454
TCGA-GN-A262-06,Metastasis,0.7878589183092117,0.004312897770807432
TCGA-YD-A89C-06,Metastasis,0.7887109071016312,0.02281689015866379
TCGA-EE-A29C-06,Metastasis,0.7922232002019882,0.0198072794973083
TCGA-FS-A4FB-06,Metastasis,0.7994884848594666,0.018749002636046633
TCGA-EE-A29L-06,Metastasis,0.805430069565773,0.020732579181052816
TCGA-BF-A5EP-01,Primary Tumor,0.8128292858600616,0.026477238841162324
TCGA-D9-A4Z5-01,Primary Tumor,0.8763534724712372,0.002274672241217136
TCGA-YG-AA3P-06,Metastasis,0.8770251870155334,0.013168731219983243
TCGA-EE-A29E-06,Metastasis,0.8821670711040497,0.0036635447464890853
TCGA-ER-A19O-06,Metastasis,0.8965186774730682,0.013867217111375025
TCGA-FS-A4F4-06,Metastasis,0.9292226880788803,0.022018012046418352
TCGA-FR-A3YO-06,Metastasis,0.9385259747505188,0.01560424764231677
TCGA-D3-A8GI-06,Metastasis,0.9709940105676651,0.007472703807966565
TCGA-XV-AB01-06,Metastasis,0.9731801003217697,0.010985038627267232
TCGA-FS-A1ZY-06,Metastasis,0.974402666091919,0.02560842528018226
TCGA-EE-A29B-06,Metastasis,0.997071698307991,0.021550737858122927
TCGA-IH-A3EA-01,Primary Tumor,0.9995187819004059,0.0008334941980187495
